"CVEGEO","NOM_ENT","NOM_MUN","Poblacion_total","Poblacion_total_Femenina","Poblacion_total_Femenina_11A17","Poblacion_total_Femenina_18A20","Poblacion_total_Femenina_11A20","Conteo_nacimientos","Porcentaje_nacimientos","Porcentaje_libre","area"
8033,"Chihuahua","Huejotitán",853,400,46,10,56,4,7.14285714285714,92.8571428571429,854341717.85154
8034,"Chihuahua","Ignacio Zaragoza",5213,2587,294,118,412,3,0.728155339805825,99.2718446601942,2864210316.87318
8035,"Chihuahua","Janos",11138,5213,786,300,1086,20,1.84162062615101,98.158379373849,7420492143.47082
8036,"Chihuahua","Jiménez",41316,20553,2612,1095,3707,144,3.88454275694632,96.1154572430537,10789595857.9765
8037,"Chihuahua","Juárez",1512906,755424,94346,40342,134688,3745,2.78050011879306,97.2194998812069,3550451113.27946
8038,"Chihuahua","Julimes",5104,2459,291,115,406,17,4.1871921182266,95.8128078817734,4125552532.58893
8039,"Chihuahua","López",4246,1983,244,111,355,16,4.50704225352113,95.4929577464789,1350256406.10947
8040,"Chihuahua","Madera",25297,12722,1593,657,2250,103,4.57777777777778,95.4222222222222,8748450779.22701
8041,"Chihuahua","Maguarichi",1355,648,96,28,124,5,4.03225806451613,95.9677419354839,1007998674.09013
8042,"Chihuahua","Manuel Benavides",1274,537,38,26,64,4,6.25,93.75,5032202134.50892
8043,"Chihuahua","Matachí",2774,1325,133,69,202,2,0.99009900990099,99.009900990099,728066509.346837
8044,"Chihuahua","Matamoros",4424,2137,256,102,358,16,4.46927374301676,95.5307262569832,1184197434.60077
8045,"Chihuahua","Meoqui",46120,22330,2715,1201,3916,146,3.72829417773238,96.2717058222676,429793703.308302
8046,"Chihuahua","Morelos",7621,3373,551,183,734,57,7.76566757493188,92.2343324250681,2186932240.55526
8047,"Chihuahua","Moris",4526,2084,292,120,412,26,6.31067961165049,93.6893203883495,1809783120.76377
8048,"Chihuahua","Namiquipa",22956,11282,1355,550,1905,50,2.6246719160105,97.3753280839895,4866155312.5869
8049,"Chihuahua","Nonoava",2810,1356,189,76,265,6,2.26415094339623,97.7358490566038,2004159131.90254
8050,"Chihuahua","Nuevo Casas Grandes",65890,33596,4111,1732,5843,166,2.84100633236351,97.1589936676365,2604841241.7286
8051,"Chihuahua","Ocampo",8229,3980,623,196,819,47,5.73870573870574,94.2612942612943,1798400758.81685
8052,"Chihuahua","Ojinaga",24649,12328,1437,559,1996,77,3.85771543086172,96.1422845691383,6804457163.32232
8053,"Chihuahua","Praxedis G. Guerrero",5184,2503,293,144,437,20,4.5766590389016,95.4233409610984,371096404.975042
8054,"Chihuahua","Riva Palacio",7748,3787,505,250,755,21,2.78145695364238,97.2185430463576,2266239458.7191
8055,"Chihuahua","Rosales",17406,8260,940,446,1386,42,3.03030303030303,96.969696969697,1929718911.93349
8056,"Chihuahua","Rosario",2105,986,105,53,158,2,1.26582278481013,98.7341772151899,1174105727.44792
8057,"Chihuahua","San Francisco de Borja",2249,1044,120,47,167,10,5.98802395209581,94.0119760479042,1321612881.59251
8058,"Chihuahua","San Francisco de Conchos",2768,1251,128,49,177,4,2.25988700564972,97.7401129943503,879978220.432656
8059,"Chihuahua","San Francisco del Oro",5078,2512,304,117,421,11,2.61282660332542,97.3871733966746,481816105.032388
8060,"Chihuahua","Santa Bárbara",11711,5743,693,249,942,43,4.56475583864119,95.4352441613588,345091433.350698
8061,"Chihuahua","Satevó",3555,1580,167,59,226,2,0.884955752212389,99.1150442477876,3562165141.72902
8062,"Chihuahua","Saucillo",30270,14951,1801,755,2556,77,3.01251956181534,96.9874804381847,3044355402.96065
8063,"Chihuahua","Temósachic",5400,2629,318,141,459,13,2.8322440087146,97.1677559912854,4280800428.96131
8064,"Chihuahua","El Tule",1466,705,63,31,94,5,5.31914893617021,94.6808510638298,470507149.992091
8065,"Chihuahua","Urique",18002,8100,1248,421,1669,168,10.0659077291792,89.9340922708209,3307255045.50827
8066,"Chihuahua","Uruachi",6770,3099,441,196,637,17,2.66875981161695,97.331240188383,2663078175.35181
8067,"Chihuahua","Valle de Zaragoza",4859,2330,283,93,376,12,3.19148936170213,96.8085106382979,2959105742.91589
9002,"Ciudad de México","Azcapotzalco",432205,227255,17270,7969,25239,368,1.45806093743809,98.5419390625619,33623294.0828251
9003,"Ciudad de México","Coyoacán",614447,325337,22916,11108,34024,482,1.4166470726546,98.5833529273454,54085416.2347877
9004,"Ciudad de México","Cuajimalpa de Morelos",217708,113528,10799,4890,15689,313,1.99502836382179,98.0049716361782,71372526.5116341
9005,"Ciudad de México","Gustavo A. Madero",1173351,609477,52771,24293,77064,1239,1.60775459358455,98.3922454064154,88169208.5511057
9006,"Ciudad de México","Iztacalco",404695,212343,17376,7853,25229,442,1.75195211859368,98.2480478814063,23164929.9692341
9007,"Ciudad de México","Iztapalapa",1835486,947835,92969,41553,134522,2749,2.04353191299564,97.9564680870044,113505937.307308
9008,"Ciudad de México","La Magdalena Contreras",247641,129327,12329,5434,17763,376,2.11675955638124,97.8832404436188,63610711.1526457
9009,"Ciudad de México","Milpa Alta",152736,78267,9071,3879,12950,352,2.71814671814672,97.2818532818533,289959999.530877
9010,"Ciudad de México","Álvaro Obregón",759141,398130,34578,15819,50397,920,1.82550548643768,98.1744945135623,96184010.0485149
9011,"Ciudad de México","Tláhuac",392327,202098,21118,9331,30449,539,1.7701730762915,98.2298269237085,86110441.2019152
9012,"Ciudad de México","Tlalpan",700126,364987,33272,15026,48298,942,1.95039132055158,98.0496086794484,315457746.62906
9013,"Ciudad de México","Xochimilco",442190,226701,22410,10112,32522,233,0.716438103437673,99.2835618965623,114462174.203735
9014,"Ciudad de México","Benito Juárez",434153,232032,11883,5423,17306,90,0.520050849416387,99.4799491505836,26781618.9587262
9015,"Ciudad de México","Cuauhtémoc",545884,284933,20098,9006,29104,664,2.28147333699835,97.7185266630017,32622505.8041249
9016,"Ciudad de México","Miguel Hidalgo",414470,219003,14679,6426,21105,341,1.61573086946221,98.3842691305378,46564031.3025542
9017,"Ciudad de México","Venustiano Carranza",443704,233586,19115,8809,27924,507,1.81564245810056,98.1843575418994,33965065.9347571
10001,"Durango","Canatlán",31614,15760,1992,815,2807,76,2.70751692198076,97.2924830780192,3499572509.12396
10002,"Durango","Canelas",4429,2026,291,107,398,4,1.00502512562814,98.9949748743719,894413311.451493
10003,"Durango","Coneto de Comonfort",4116,2019,310,101,411,9,2.18978102189781,97.8102189781022,1076715941.96553
10004,"Durango","Cuencamé",35045,17421,2336,914,3250,86,2.64615384615385,97.3538461538461,5360838435.29292
10005,"Durango","Durango",690277,353044,42265,17848,60113,1577,2.6233926105834,97.3766073894166,9306470166.62807
10006,"Durango","General Simón Bolívar",10076,5048,751,282,1033,33,3.1945788964182,96.8054211035818,2193979492.4332
10007,"Durango","Gómez Palacio",375073,188113,23045,9590,32635,773,2.36862264440018,97.6313773555998,844058703.367214
10008,"Durango","Guadalupe Victoria",37096,18629,2344,949,3293,83,2.520498026116,97.479501973884,1320004358.45743
10009,"Durango","Guanaceví",10121,4641,620,209,829,48,5.79010856453559,94.2098914354644,5496021331.29798
10010,"Durango","Hidalgo",3920,1897,240,84,324,5,1.54320987654321,98.4567901234568,4698497098.82773
10011,"Durango","Indé",4771,2374,286,105,391,9,2.30179028132992,97.6982097186701,2510031732.28935
10012,"Durango","Lerdo",163807,82341,10069,4373,14442,437,3.02589669020911,96.9741033097909,2152006367.8043
10013,"Durango","Mapimí",27029,13432,1890,779,2669,87,3.25964780816785,96.7403521918321,7744630842.75833
10014,"Durango","Mezquital",49762,23995,4644,1689,6333,377,5.95294489183641,94.0470551081636,8393821272.56212
10015,"Durango","Nazas",12960,6352,897,333,1230,32,2.60162601626016,97.3983739837398,2392356069.26364
10016,"Durango","Nombre de Dios",19127,9543,1210,488,1698,55,3.23910482921084,96.7608951707892,1188603407.46526
10017,"Durango","Ocampo",8101,3879,435,180,615,6,0.975609756097561,99.0243902439024,3650586125.29318
10018,"Durango","El Oro",10426,5199,592,221,813,12,1.4760147601476,98.5239852398524,3537066597.00719
10019,"Durango","Otáez",4970,2309,357,141,498,13,2.61044176706827,97.3895582329317,1713590565.51149
10020,"Durango","Pánuco de Coronado",12691,6349,786,323,1109,18,1.62308385933273,98.3769161406673,1028426994.24741
10021,"Durango","Peñón Blanco",11191,5486,776,270,1046,26,2.48565965583174,97.5143403441683,1687193442.84549
10022,"Durango","Poanas",25646,13001,1665,693,2358,62,2.62934690415606,97.3706530958439,1130024883.07779
10023,"Durango","Pueblo Nuevo",51627,25722,4006,1618,5624,204,3.62731152204836,96.3726884779516,6984552330.36281
10024,"Durango","Rodeo",12839,6310,848,319,1167,52,4.45586975149957,95.5441302485004,1435878194.55379
10025,"Durango","San Bernardo",2869,1286,140,54,194,4,2.06185567010309,97.9381443298969,2311526329.54041
10026,"Durango","San Dimas",17620,8334,1279,478,1757,80,4.55321570859419,95.4467842914058,5471712395.0131
10027,"Durango","San Juan de Guadalupe",5284,2616,349,138,487,18,3.69609856262834,96.3039014373717,2414884303.1316
10028,"Durango","San Juan del Río",12068,6062,840,268,1108,12,1.08303249097473,98.9169675090253,1402412399.31468
10029,"Durango","San Luis del Cordero",2103,1033,131,54,185,7,3.78378378378378,96.2162162162162,605980547.330872
10030,"Durango","San Pedro del Gallo",1662,781,88,45,133,NA,NA,NA,1800500831.66936
10031,"Durango","Santa Clara",6739,3373,457,164,621,4,0.644122383252818,99.3558776167472,987433599.200851
10032,"Durango","Santiago Papasquiaro",49668,24173,3145,1262,4407,117,2.65486725663717,97.3451327433628,6416278350.24012
10033,"Durango","Súchil",6963,3516,472,183,655,9,1.37404580152672,98.6259541984733,1471776200.36579
10034,"Durango","Tamazula",26837,12438,2035,778,2813,79,2.80838961962318,97.1916103803768,5812862349.9733
10035,"Durango","Tepehuanes",11628,5525,700,257,957,41,4.28422152560084,95.7157784743992,6081360240.99001
10036,"Durango","Tlahualilo",21222,10600,1376,531,1907,63,3.30361824855794,96.6963817514421,4750357064.5313
10037,"Durango","Topia",9623,4409,656,242,898,16,1.78173719376392,98.2182628062361,1630972228.61509
10038,"Durango","Vicente Guerrero",23497,11996,1469,598,2067,81,3.91872278664731,96.0812772133527,370564213.220086
10039,"Durango","Nuevo Ideal",28089,14064,1981,820,2801,60,2.14209210996073,97.8579078900393,1855569175.8075
11001,"Guanajuato","Abasolo",92300,47108,6030,2403,8433,306,3.62860192102455,96.3713980789755,617051752.451492
11002,"Guanajuato","Acámbaro",108838,56431,6067,2721,8788,305,3.47064178425125,96.5293582157487,880309577.173099
11003,"Guanajuato","San Miguel de Allende",174926,91406,11019,4877,15896,531,3.34046300956215,96.6595369904378,1558135653.44589
11004,"Guanajuato","Apaseo el Alto",63494,32832,4109,1729,5838,167,2.86056868790682,97.1394313120932,374932177.129293
11005,"Guanajuato","Apaseo el Grande",118021,60602,7251,2950,10201,260,2.54876972845799,97.451230271542,421600207.42443
11006,"Guanajuato","Atarjea",5296,2710,385,148,533,14,2.6266416510319,97.3733583489681,314928586.450806
11007,"Guanajuato","Celaya",521587,267976,29705,13038,42743,1360,3.18180754743467,96.8181924525653,554626767.319049
11008,"Guanajuato","Manuel Doblado",41482,21348,2702,1044,3746,126,3.36358782701548,96.6364121729845,822144299.444538
11009,"Guanajuato","Comonfort",82299,43430,5585,2373,7958,294,3.69439557677808,96.3056044232219,490027804.068751
11010,"Guanajuato","Coroneo",11083,5813,742,282,1024,18,1.7578125,98.2421875,124161075.11066
11011,"Guanajuato","Cortazar",98130,50361,5737,2459,8196,315,3.84333821376281,96.1566617862372,334999026.799945
11012,"Guanajuato","Cuerámaro",30928,15966,1926,821,2747,106,3.8587550054605,96.1412449945395,261053291.101854
11013,"Guanajuato","Doctor Mora",27413,14255,1884,835,2719,64,2.35380654652446,97.6461934534755,231440424.055662
11014,"Guanajuato","Dolores Hidalgo Cuna de la Independencia Nacional",163634,86218,11423,4884,16307,495,3.03550622432084,96.9644937756792,1660263882.59331
11015,"Guanajuato","Guanajuato",194593,100406,11256,4733,15989,497,3.10838701607355,96.8916129839264,1016929045.68379
11016,"Guanajuato","Huanímaro",21162,11133,1351,571,1922,58,3.01768990634755,96.9823100936524,127885750.286442
11017,"Guanajuato","Irapuato",593489,302052,35059,15004,50063,1817,3.62942692207818,96.3705730779218,853446552.423779
11018,"Guanajuato","Jaral del Progreso",38840,19924,2379,974,3353,138,4.1157172681181,95.8842827318819,175888306.25393
11019,"Guanajuato","Jerécuaro",49581,25866,3219,1289,4508,173,3.83762200532387,96.1623779946761,885617883.200208
11020,"Guanajuato","León",1721821,874187,103440,45375,148815,4930,3.31283808755838,96.6871619124416,1224919962.59709
11021,"Guanajuato","Moroleón",47267,24550,2406,1095,3501,87,2.48500428449015,97.5149957155099,160213608.207557
11022,"Guanajuato","Ocampo",28141,12849,1737,799,2536,89,3.50946372239748,96.4905362776025,1029012744.51062
11023,"Guanajuato","Pénjamo",155296,80383,9662,4062,13724,561,4.08772952491985,95.9122704750801,1565517544.15718
11024,"Guanajuato","Pueblo Nuevo",12435,6454,742,316,1058,39,3.68620037807183,96.3137996219282,60047577.8657078
11025,"Guanajuato","Purísima del Rincón",83948,42480,5694,2382,8076,338,4.18524021792967,95.8147597820703,291490539.771966
11026,"Guanajuato","Romita",66195,33419,4207,1748,5955,270,4.53400503778338,95.4659949622166,441936917.280502
11027,"Guanajuato","Salamanca",274040,141025,15335,6778,22113,681,3.07963641296975,96.9203635870303,757727377.43413
11028,"Guanajuato","Salvatierra",94187,48661,5354,2248,7602,220,2.89397526966588,97.1060247303341,594580636.531584
11029,"Guanajuato","San Diego de la Unión",41174,21766,2804,1256,4060,111,2.73399014778325,97.2660098522168,1015817590.12574
11030,"Guanajuato","San Felipe",120146,61582,8519,3590,12109,352,2.90692873069618,97.0930712693038,3014937810.65058
11031,"Guanajuato","San Francisco del Rincón",131000,66821,8413,3606,12019,459,3.81895332390382,96.1810466760962,426557851.537508
11032,"Guanajuato","San José Iturbide",89686,46100,6177,2589,8766,194,2.21309605293178,97.7869039470682,549655768.556113
11033,"Guanajuato","San Luis de la Paz",128822,67679,9038,4047,13085,336,2.56782575468093,97.4321742453191,2036800447.06588
11034,"Guanajuato","Santa Catarina",5742,3026,388,173,561,24,4.27807486631016,95.7219251336898,195191670.025921
11035,"Guanajuato","Santa Cruz de Juventino Rosas",82571,43120,5617,2259,7876,268,3.40274250888776,96.5972574911122,430292833.080036
11036,"Guanajuato","Santiago Maravatío",6718,3493,351,168,519,11,2.11946050096339,97.8805394990366,83857378.9510165
11037,"Guanajuato","Silao de la Victoria",204038,103308,13688,5882,19570,832,4.25140521205927,95.7485947879407,540016725.156703
11038,"Guanajuato","Tarandacuao",11324,5807,647,284,931,25,2.68528464017186,97.3147153598281,121137655.684591
11039,"Guanajuato","Tarimoro",35977,18490,2073,814,2887,59,2.04364392102529,97.9563560789747,335185241.961649
11040,"Guanajuato","Tierra Blanca",20014,10339,1465,611,2076,68,3.27552986512524,96.7244701348748,410502287.459264
11041,"Guanajuato","Uriangato",61519,31856,3260,1563,4823,114,2.36367406178727,97.6363259382127,116671685.336929
11042,"Guanajuato","Valle de Santiago",151570,77674,9238,3946,13184,475,3.60285194174757,96.3971480582524,821978669.989236
11043,"Guanajuato","Victoria",21333,11274,1537,691,2228,49,2.19928186714542,97.8007181328546,1050200609.51306
11044,"Guanajuato","Villagrán",66023,33766,4200,1771,5971,240,4.01942723161949,95.9805727683805,130017683.844544
11045,"Guanajuato","Xichú",11144,5872,846,360,1206,28,2.32172470978441,97.6782752902156,913756774.582055
11046,"Guanajuato","Yuriria",68819,35857,4057,1709,5766,175,3.03503295178633,96.9649670482137,668254132.31321
12001,"Guerrero","Acapulco de Juárez",779697,407725,45277,19678,64955,1312,2.01985990300978,97.9801400969902,1735556354.61481
12002,"Guerrero","Ahuacuotzingo",25258,13396,2092,817,2909,163,5.60330010312822,94.3966998968718,874139880.115634
12003,"Guerrero","Ajuchitlán del Progreso",37691,19243,2634,1022,3656,141,3.85667396061269,96.1433260393873,2000889240.69879
12004,"Guerrero","Alcozauca de Guerrero",21227,11325,1998,690,2688,73,2.71577380952381,97.2842261904762,471454616.177396
12005,"Guerrero","Alpoyeca",7818,4108,603,233,836,29,3.4688995215311,96.5311004784689,94180302.6404876
12006,"Guerrero","Apaxtla",11138,5685,778,318,1096,34,3.1021897810219,96.8978102189781,628886694.666597
12007,"Guerrero","Arcelia",33312,17177,2130,865,2995,132,4.40734557595993,95.5926544240401,756469525.594363
12008,"Guerrero","Atenango del Río",9160,4732,627,257,884,13,1.47058823529412,98.5294117647059,559769646.663937
12009,"Guerrero","Atlamajalcingo del Monte",5814,3095,495,200,695,16,2.30215827338129,97.6978417266187,147001219.650333
12010,"Guerrero","Atlixtac",28516,14972,2708,1009,3717,231,6.21468926553672,93.7853107344633,575343306.808497
12011,"Guerrero","Atoyac de Álvarez",60785,31176,4036,1676,5712,199,3.48389355742297,96.516106442577,1454174556.4674
12012,"Guerrero","Ayutla de los Libres",69172,35636,5634,2465,8099,233,2.87689838251636,97.1231016174836,691810410.412357
12013,"Guerrero","Azoyú",15132,7703,1083,432,1515,56,3.6963696369637,96.3036303630363,393612129.722638
12014,"Guerrero","Benito Juárez",15485,7860,865,429,1294,45,3.47758887171561,96.5224111282844,231407328.885636
12015,"Guerrero","Buenavista de Cuéllar",12996,6722,754,369,1123,22,1.95903829029386,98.0409617097061,304934735.079989
12016,"Guerrero","Coahuayutla de José María Izazaga",12474,6090,808,329,1137,38,3.34212840809147,96.6578715919085,2653506267.60284
12017,"Guerrero","Cocula",15580,7946,1007,384,1391,74,5.31991373112868,94.6800862688713,447089217.210226
12018,"Guerrero","Copala",14481,7455,998,429,1427,40,2.8030833917309,97.1969166082691,297629469.400133
12019,"Guerrero","Copalillo",15632,8088,1270,488,1758,14,0.796359499431172,99.2036405005688,734839147.088667
12020,"Guerrero","Copanatoyac",21672,11603,1942,840,2782,169,6.07476635514019,93.9252336448598,307631670.238771
12021,"Guerrero","Coyuca de Benítez",73107,37496,4907,2159,7066,251,3.55222190772714,96.4477780922729,1816969002.62649
12022,"Guerrero","Coyuca de Catalán",38782,19367,2421,845,3266,106,3.24556031843233,96.7544396815677,3368216066.62569
12023,"Guerrero","Cuajinicuilapa",26771,13412,2034,759,2793,71,2.54206945936269,97.4579305406373,466145892.952233
12024,"Guerrero","Cualác",7887,4089,627,277,904,20,2.21238938053097,97.787610619469,239988280.021876
