"CVEGEO","NOM_ENT","NOM_MUN","Poblacion_total","Poblacion_total_Femenina","Poblacion_total_Femenina_11A17","Poblacion_total_Femenina_18A20","Poblacion_total_Femenina_11A20","Conteo_nacimientos","Porcentaje_nacimientos","Porcentaje_libre","area"
15068,"México","Ozumba",30800,16033,1883,806,2689,77,2.86351803644477,97.1364819635552,47525369.3906242
15069,"México","Papalotla",4862,2519,296,130,426,21,4.92957746478873,95.0704225352113,3171019.760497
15070,"México","La Paz",304088,155886,18309,8023,26332,894,3.39510861309433,96.6048913869057,37168160.3339058
15071,"México","Polotitlán",14991,7653,937,384,1321,52,3.93641180923543,96.0635881907646,127054999.191779
15072,"México","Rayón",15975,8222,1075,429,1504,30,1.99468085106383,98.0053191489362,23057097.5125723
15073,"México","San Antonio la Isla",31962,16541,2243,939,3182,70,2.19987429289755,97.8001257071025,25376574.6652434
15074,"México","San Felipe del Progreso",144924,75596,11110,4822,15932,575,3.60908862666332,96.3909113733367,369776045.363552
15075,"México","San Martín de las Pirámides",29187,14910,1612,850,2462,63,2.55889520714866,97.4411047928513,70147725.4918502
15076,"México","San Mateo Atenco",97418,49937,6058,2768,8826,267,3.02515295717199,96.974847042828,21047031.9733203
15077,"México","San Simón de Guerrero",6694,3435,480,210,690,27,3.91304347826087,96.0869565217391,131173464.832323
15078,"México","Santo Tomás",9729,4893,657,259,916,36,3.93013100436681,96.0698689956332,107989205.114269
15079,"México","Soyaniquilpan de Juárez",14323,7220,935,357,1292,29,2.24458204334365,97.7554179566563,147013416.416936
15080,"México","Sultepec",24145,12707,1882,711,2593,95,3.66370998843039,96.3362900115696,567649157.155294
15081,"México","Tecámac",547525,281978,34438,14937,49375,867,1.75594936708861,98.2440506329114,157330256.629944
15082,"México","Tejupilco",79301,41260,5761,2422,8183,333,4.06941219601613,95.9305878039839,670724627.158925
15083,"México","Temamatla",14150,7202,925,375,1300,43,3.30769230769231,96.6923076923077,29326875.8716871
15084,"México","Temascalapa",43593,22219,2865,1226,4091,120,2.93326814959668,97.0667318504033,165098464.715418
15085,"México","Temascalcingo",66414,34517,4473,2009,6482,216,3.33230484418389,96.6676951558161,357282702.326644
15086,"México","Temascaltepec",35019,17823,2670,998,3668,186,5.07088331515812,94.9291166848419,567955845.01558
15087,"México","Temoaya",105767,54229,7933,3101,11034,419,3.7973536342215,96.2026463657785,186898805.703482
15088,"México","Tenancingo",104688,53450,7061,2880,9941,344,3.46041645709687,96.5395835429031,165149958.065217
15089,"México","Tenango del Aire",11382,5790,675,290,965,40,4.14507772020725,95.8549222797927,38072842.9560764
15090,"México","Tenango del Valle",90518,46028,5942,2495,8437,385,4.5632333767927,95.4367666232073,211704008.641421
15091,"México","Teoloyucan",65459,33520,3985,1745,5730,288,5.0261780104712,94.9738219895288,31139973.0063756
15092,"México","Teotihuacán",58514,30307,3570,1421,4991,141,2.8250851532759,97.1749148467241,83445200.3379761
15093,"México","Tepetlaoxtoc",32585,16656,2048,842,2890,76,2.62975778546713,97.3702422145329,179448482.125594
15094,"México","Tepetlixpa",20513,10550,1243,535,1778,70,3.93700787401575,96.0629921259843,43256592.0427434
15095,"México","Tepotzotlán",103701,52986,6453,2714,9167,203,2.21446492854805,97.7855350714519,207734494.450552
15096,"México","Tequixquiac",39491,20159,2476,1040,3516,109,3.10011376564278,96.8998862343572,122829941.415698
15097,"México","Texcaltitlán",18482,9533,1464,553,2017,80,3.96628656420426,96.0337134357957,145903852.759773
15098,"México","Texcalyacac",5736,2915,344,162,506,11,2.17391304347826,97.8260869565217,24805644.1339325
15099,"México","Texcoco",277571,142611,15946,7592,23538,673,2.85920638966777,97.1407936103322,429395376.2899
15100,"México","Tezoyuca",47044,23807,2899,1383,4282,142,3.3162073797291,96.6837926202709,16345178.064698
15101,"México","Tianguistenco",84259,43412,5508,2383,7891,314,3.9792168292992,96.0207831707008,132179204.857131
15102,"México","Timilpan",16414,8553,1049,480,1529,33,2.15827338129496,97.841726618705,167231018.331391
15103,"México","Tlalmanalco",49219,25585,2675,1125,3800,142,3.73684210526316,96.2631578947368,160659214.723963
15104,"México","Tlalnepantla de Baz",672202,345185,30463,14415,44878,990,2.20598065867463,97.7940193413254,80590513.1754158
15105,"México","Tlatlaya",31784,16116,2119,887,3006,108,3.59281437125748,96.4071856287425,791058347.528456
15106,"México","Toluca",910611,471423,52646,23101,75747,2293,3.02718259469022,96.9728174053098,428100480.585874
15107,"México","Tonatico",12912,6677,776,329,1105,32,2.89592760180995,97.10407239819,90430734.2052743
15108,"México","Tultepec",157647,80510,9268,3919,13187,344,2.60862971107909,97.3913702889209,26848864.3160348
15109,"México","Tultitlán",516341,264703,27279,12387,39666,957,2.4126455906822,97.5873544093178,66232414.8931885
15110,"México","Valle de Bravo",61596,31501,3853,1597,5450,224,4.11009174311927,95.8899082568807,401816970.261048
15111,"México","Villa de Allende",53281,27377,4087,1673,5760,209,3.62847222222222,96.3715277777778,310479146.989411
15112,"México","Villa del Carbón",51501,25927,3536,1509,5045,258,5.11397423191278,94.8860257680872,304211067.245312
15113,"México","Villa Guerrero",69086,35227,5003,1980,6983,343,4.91192897035658,95.0880710296434,226791764.54043
15114,"México","Villa Victoria",108199,55052,8466,3624,12090,539,4.45822994210091,95.5417700578991,426070269.433339
15115,"México","Xonacatlán",54633,27875,3570,1551,5121,196,3.8273774653388,96.1726225346612,53669865.8821144
15116,"México","Zacazonapan",5109,2533,369,140,509,17,3.33988212180747,96.6601178781925,66882314.8767137
15117,"México","Zacualpan",13532,7060,949,365,1314,48,3.65296803652968,96.3470319634703,293031062.28511
15118,"México","Zinacantepec",203876,104363,13126,5653,18779,682,3.63171627882209,96.3682837211779,313970908.205321
15119,"México","Zumpahuacán",18833,9745,1377,592,1969,71,3.60589131538852,96.3941086846115,202979212.707274
15120,"México","Zumpango",280475,143477,20086,7782,27868,888,3.18645040907134,96.8135495909287,224289909.541874
15121,"México","Cuautitlán Izcalli",555163,286207,28000,12744,40744,724,1.77694875319065,98.2230512468093,103958246.803432
15122,"México","Valle de Chalco Solidaridad",391734,201053,24583,10494,35077,1205,3.43529948399236,96.5647005160076,46806145.6092572
15123,"México","Luvianos",28901,14688,2102,912,3014,132,4.37956204379562,95.6204379562044,705077754.012726
15124,"México","San José del Rincón",100082,51049,7956,3469,11425,595,5.20787746170678,94.7921225382932,479928860.492925
15125,"México","Tonanitla",14892,7627,1002,359,1361,42,3.08596620132256,96.9140337986774,9063409.08019992
16001,"Michoacán de Ocampo","Acuitzio",11309,5799,738,305,1043,30,2.87631831255992,97.1236816874401,176849178.283366
16002,"Michoacán de Ocampo","Aguililla",14959,7339,1013,377,1390,53,3.81294964028777,96.1870503597122,1400937576.58061
16003,"Michoacán de Ocampo","Álvaro Obregón",23035,11766,1557,578,2135,65,3.04449648711944,96.9555035128806,159985562.142238
16004,"Michoacán de Ocampo","Angamacutiro",14957,7747,913,365,1278,41,3.20813771517997,96.79186228482,240984417.365737
16005,"Michoacán de Ocampo","Angangueo",10896,5615,782,319,1101,51,4.63215258855586,95.3678474114441,77066809.7996117
16006,"Michoacán de Ocampo","Apatzingán",126494,64002,8422,3357,11779,519,4.40614653196366,95.5938534680363,1645310242.59788
16007,"Michoacán de Ocampo","Aporo",3529,1856,236,106,342,9,2.63157894736842,97.3684210526316,58588731.9042204
16008,"Michoacán de Ocampo","Aquila",25143,11897,1944,726,2670,164,6.14232209737828,93.8576779026217,2274173463.57343
16009,"Michoacán de Ocampo","Ario",36326,18417,2446,896,3342,154,4.60801915020946,95.3919808497905,697292678.511502
16010,"Michoacán de Ocampo","Arteaga",20785,10080,1416,575,1991,79,3.96785534907082,96.0321446509292,3445197291.99546
16011,"Michoacán de Ocampo","Briseñas",11686,6007,733,313,1046,32,3.05927342256214,96.9407265774379,67891336.6844058
16012,"Michoacán de Ocampo","Buenavista",45632,22518,3028,1170,4198,247,5.88375416865174,94.1162458313483,925164342.473547
16013,"Michoacán de Ocampo","Carácuaro",9324,4463,628,250,878,46,5.23917995444191,94.7608200455581,920858847.709354
16014,"Michoacán de Ocampo","Coahuayana",17153,8268,1110,438,1548,108,6.97674418604651,93.0232558139535,367092938.07374
16015,"Michoacán de Ocampo","Coalcomán de Vázquez Pallares",20290,9617,1364,464,1828,69,3.7746170678337,96.2253829321663,2835131426.91976
16016,"Michoacán de Ocampo","Coeneo",20972,11035,1198,501,1699,47,2.76633313713949,97.2336668628605,394838304.610787
16017,"Michoacán de Ocampo","Contepec",35078,18120,2513,1006,3519,130,3.69423131571469,96.3057686842853,379973146.925972
16018,"Michoacán de Ocampo","Copándaro",9484,4889,613,226,839,24,2.86054827175209,97.1394517282479,173784873.460425
16019,"Michoacán de Ocampo","Cotija",20235,10390,1273,484,1757,58,3.30108138873079,96.6989186112692,506511193.121941
16020,"Michoacán de Ocampo","Cuitzeo",29915,15600,1986,804,2790,104,3.72759856630824,96.2724014336918,255146752.403661
16021,"Michoacán de Ocampo","Charapan",13544,7099,895,328,1223,58,4.74243663123467,95.2575633687653,234452854.242965
16022,"Michoacán de Ocampo","Charo",25193,11351,1549,586,2135,53,2.4824355971897,97.5175644028103,324002230.477293
16023,"Michoacán de Ocampo","Chavinda",10419,5348,646,236,882,32,3.6281179138322,96.3718820861678,152509809.710936
16024,"Michoacán de Ocampo","Cherán",20588,10624,1469,538,2007,94,4.68360737419033,95.3163926258097,223020543.979322
16025,"Michoacán de Ocampo","Chilchota",40560,20892,2711,1081,3792,218,5.74894514767932,94.2510548523207,305524477.423239
16026,"Michoacán de Ocampo","Chinicuila",4867,2206,353,94,447,6,1.34228187919463,98.6577181208054,1025234518.58943
16027,"Michoacán de Ocampo","Chucándiro",4950,2552,252,113,365,5,1.36986301369863,98.6301369863014,192864857.023726
16028,"Michoacán de Ocampo","Churintzio",5235,2705,260,115,375,13,3.46666666666667,96.5333333333333,230084485.179013
16029,"Michoacán de Ocampo","Churumuco",12385,6306,907,355,1262,30,2.37717908082409,97.6228209191759,1112498969.43812
16030,"Michoacán de Ocampo","Ecuandureo",11850,6299,637,257,894,27,3.02013422818792,96.9798657718121,305042204.869577
16031,"Michoacán de Ocampo","Epitacio Huerta",16131,8339,1202,433,1635,37,2.26299694189602,97.737003058104,424840942.286421
16032,"Michoacán de Ocampo","Erongarícuaro",15721,8085,981,386,1367,52,3.80395025603511,96.1960497439649,244703346.334354
16033,"Michoacán de Ocampo","Gabriel Zamora",21500,10865,1393,529,1922,103,5.35900104058273,94.6409989594173,368429491.472567
16034,"Michoacán de Ocampo","Hidalgo",125844,65021,8351,3494,11845,325,2.74377374419586,97.2562262558041,1146806707.20274
16035,"Michoacán de Ocampo","La Huacana",30707,15426,2096,836,2932,114,3.8881309686221,96.1118690313779,1958050497.07046
16036,"Michoacán de Ocampo","Huandacareo",11664,6070,653,236,889,9,1.01237345331834,98.9876265466817,96494792.2522103
16037,"Michoacán de Ocampo","Huaniqueo",7946,4206,431,132,563,17,3.01953818827709,96.9804618117229,201130283.874395
16038,"Michoacán de Ocampo","Huetamo",42158,21198,2514,1039,3553,172,4.84097945398255,95.1590205460174,2063696549.98241
16039,"Michoacán de Ocampo","Huiramba",9015,4670,653,251,904,30,3.31858407079646,96.6814159292035,79341620.760595
16040,"Michoacán de Ocampo","Indaparapeo",18396,9383,1199,524,1723,78,4.52698781195589,95.4730121880441,176985943.492592
16041,"Michoacán de Ocampo","Irimbo",16044,8372,1073,408,1481,51,3.44361917623227,96.5563808237677,127027213.306588
